version	tstamp	logtime	bm_version	platform	cores	mem	binary	kind	argument	total_count	wo_index_count	with_index_count	warmup_runs	benchmark_runs	elapsed_secs	total_mean	qsv_env	version_info
3.0.0	2025-02-13-16	2025-02-13-16-41-48	6.2.0	aarch64-apple-darwin	12	34359738368	qsv	prebuilt		247	192	55	2	3	3784	746.585	No qsv-relevant environment variables set.	qsv 3.0.0-mimalloc-apply;fetch;foreach;geocode;Luau 0.660;to;polars-0.46.0:py-1.22.0:515c1b8;self_update-12-12;25.60 GiB-0 B-16.12 GiB-32.00 GiB (aarch64-apple-darwin compiled with Rust 1.84.1) prebuilt
